lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84758258476902,2022,Lindell-Hakanp,DAL,pairing,5on5,82,59505.0,183.0,0.5,0.47,0.47,445.65,40.86,30.06,109.27,15.29,243.92,178.6,39.73,41.69,40.53,456.0,162.0,248.0,866.0,42.0,42.0,5.0,76.0,12.0,212.0,234.0,414.0,576.0,62.0,133.0,488.0,443.0,111.0,151.0,442.0,132.0,44.0,13.0,16.14,11.71,17.0,18.0,7.0,890.78,618.0,633.03,74.0,6.23,8.78,9.02,38.07,38.94,38.56,508.72,40.57,32.07,127.15,16.89,278.51,207.81,39.33,40.27,39.04,499.0,204.0,265.0,968.0,38.0,38.0,3.0,87.0,10.0,246.0,284.0,461.0,665.0,59.0,125.0,396.0,491.0,110.0,143.0,539.0,127.0,37.0,14.74,15.92,9.9,18.0,15.0,5.0,951.96,703.0,695.36,74.0,6.62,7.24,7.24,39.94,39.74,39.09
84751818476792,2022,Leddy-Krug,STL,pairing,5on5,41,2153.0,400.0,0.39,0.38,0.42,15.9,1.23,1.06,3.44,0.53,8.76,6.98,1.21,1.29,1.26,15.0,7.0,6.0,28.0,3.0,3.0,2.0,3.0,1.0,2.0,10.0,12.0,19.0,0.0,0.0,6.0,9.0,6.0,4.0,17.0,5.0,0.0,0.71,0.52,0.0,2.0,1.0,0.0,28.23,22.0,22.44,1.0,0.22,0.38,0.16,1.29,1.33,1.32,22.86,1.94,1.52,5.47,0.76,12.21,9.09,1.92,1.9,1.88,13.0,18.0,15.0,46.0,1.0,3.0,0.0,5.0,1.0,10.0,11.0,12.0,30.0,4.0,8.0,3.0,10.0,7.0,2.0,23.0,6.0,2.0,0.8,0.64,0.5,0.0,0.0,1.0,45.27,31.0,30.39,1.0,0.31,0.21,0.21,2.05,2.0,1.98
847740684793448480802,2022,Janmark-Mcleod-Puljujarvi,EDM,line,5on5,6,642.0,99.0,0.42,0.44,0.5,5.69,0.53,0.38,1.48,0.21,3.1,2.3,0.52,0.58,0.57,5.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,8.0,0.0,0.0,4.0,5.0,1.0,5.0,5.0,2.0,1.0,0.12,0.19,0.23,0.0,0.0,0.0,8.58,8.0,8.5,4.0,0.08,0.0,0.0,0.61,0.66,0.65,5.54,0.74,0.32,1.56,0.25,3.04,2.09,0.72,0.74,0.73,7.0,1.0,2.0,10.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,6.0,7.0,0.0,0.0,10.0,5.0,3.0,2.0,7.0,0.0,1.0,0.32,0.0,0.42,1.0,0.0,0.0,9.79,8.0,7.83,1.0,0.07,0.45,0.45,0.36,0.36,0.36
847634684764328479941,2022,Gaudreau-Jenner-Danforth,CBJ,line,5on5,3,894.0,21.0,0.39,0.46,0.5,7.51,0.6,0.46,1.53,0.22,4.12,3.06,0.6,0.58,0.58,7.0,3.0,1.0,11.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,6.0,9.0,2.0,4.0,12.0,4.0,2.0,0.0,7.0,3.0,0.0,0.31,0.3,0.0,0.0,1.0,0.0,10.43,10.0,9.67,0.0,0.1,0.0,0.0,0.7,0.68,0.67,7.37,0.96,0.52,1.57,0.24,3.84,2.87,0.91,1.0,0.95,6.0,4.0,3.0,13.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,6.0,10.0,3.0,6.0,3.0,3.0,1.0,2.0,5.0,3.0,2.0,0.12,0.33,0.51,0.0,0.0,0.0,13.8,10.0,10.48,1.0,0.11,0.26,0.26,0.81,0.84,0.82
847410284774298477952,2022,Perron-Copp-Fabbri,DET,line,5on5,6,984.0,49.0,0.32,0.31,0.25,4.7,0.36,0.27,1.03,0.13,2.05,2.16,0.36,0.35,0.34,5.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,7.0,9.0,0.0,4.0,5.0,1.0,0.0,0.18,0.18,0.0,2.0,0.0,0.0,7.76,6.0,5.82,3.0,0.06,0.0,0.0,0.42,0.4,0.39,12.82,0.76,0.76,4.08,0.55,6.67,5.18,0.75,0.77,0.76,14.0,4.0,0.0,18.0,0.0,2.0,0.0,2.0,0.0,3.0,11.0,14.0,18.0,1.0,2.0,6.0,4.0,3.0,4.0,15.0,3.0,0.0,0.41,0.35,0.0,0.0,0.0,0.0,18.2,18.0,18.16,1.0,0.16,0.09,0.09,0.83,0.85,0.84
84745638479998,2022,Anderson-Doughty,LAK,pairing,5on5,76,78733.0,91.0,0.52,0.53,0.53,635.43,57.62,42.27,152.75,20.67,344.49,255.19,55.23,58.16,55.75,633.0,240.0,290.0,1163.0,53.0,61.0,7.0,136.0,17.0,290.0,316.0,580.0,820.0,72.0,161.0,694.0,538.0,119.0,177.0,634.0,180.0,59.0,19.03,22.32,16.28,20.0,21.0,12.0,1177.67,873.0,885.44,120.0,8.8,12.25,12.25,54.16,54.61,53.42,559.89,52.24,38.12,134.65,18.58,306.04,224.38,49.25,51.98,49.05,542.0,232.0,273.0,1047.0,44.0,61.0,5.0,134.0,16.0,257.0,262.0,498.0,730.0,97.0,202.0,541.0,631.0,131.0,135.0,543.0,180.0,51.0,15.41,22.45,14.38,17.0,19.0,8.0,1039.38,774.0,768.84,94.0,7.92,11.99,11.99,48.16,48.19,47.0
847488484758488475968,2022,Hoffman-Belzile-Gallagher,MTL,line,5on5,1,646.0,2.0,0.44,0.42,0.5,5.81,0.28,0.37,1.3,0.17,3.42,2.45,0.28,0.28,0.28,4.0,4.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,8.0,1.0,2.0,5.0,4.0,3.0,3.0,7.0,1.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,8.3,8.0,8.33,3.0,0.07,0.0,0.0,0.36,0.36,0.36,5.08,0.35,0.4,1.26,0.19,3.44,2.35,0.35,0.35,0.35,4.0,4.0,3.0,11.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,8.0,0.0,0.0,3.0,2.0,2.0,3.0,7.0,1.0,0.0,0.23,0.13,0.0,0.0,0.0,0.0,10.45,8.0,7.65,3.0,0.08,0.0,0.0,0.43,0.43,0.42
847794184784328480849,2022,Ritchie-Hayton-Fischer,ARI,line,5on5,24,6204.0,173.0,0.44,0.45,0.44,53.05,4.83,3.78,12.39,1.66,28.85,20.49,4.65,4.88,4.69,52.0,20.0,24.0,96.0,2.0,8.0,1.0,7.0,2.0,28.0,25.0,50.0,70.0,9.0,21.0,34.0,66.0,6.0,17.0,51.0,17.0,4.0,1.65,2.13,1.04,0.0,1.0,1.0,95.36,72.0,71.68,10.0,0.78,1.54,1.2,4.41,4.42,4.32,66.11,6.25,4.57,16.39,2.24,36.03,25.51,5.96,6.22,5.92,67.0,24.0,26.0,117.0,4.0,8.0,0.0,19.0,0.0,28.0,32.0,63.0,87.0,9.0,21.0,66.0,44.0,10.0,13.0,61.0,24.0,6.0,1.89,2.84,1.53,1.0,2.0,1.0,116.91,91.0,90.26,5.0,0.96,1.34,1.34,5.87,5.83,5.7
847951484795438481058,2022,Pezzetta-Pitlick-Ylonen,MTL,line,5on5,2,703.0,8.0,0.33,0.3,0.29,3.96,0.55,0.37,0.84,0.16,2.28,1.79,0.54,0.57,0.55,6.0,0.0,2.0,8.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,5.0,5.0,2.0,4.0,3.0,6.0,1.0,4.0,3.0,3.0,0.0,0.13,0.42,0.0,0.0,1.0,0.0,7.78,6.0,6.1,4.0,0.08,0.17,0.17,0.46,0.46,0.45,10.58,1.11,0.85,2.64,0.34,6.08,3.98,1.09,1.08,1.06,9.0,6.0,4.0,19.0,1.0,1.0,0.0,2.0,0.0,4.0,7.0,8.0,14.0,1.0,2.0,8.0,8.0,1.0,2.0,9.0,5.0,1.0,0.25,0.64,0.23,0.0,1.0,0.0,18.96,15.0,14.56,2.0,0.17,0.04,0.04,1.24,1.21,1.19
847745684784208478542,2022,Rodrigues-Compher-Rantanen,COL,line,5on5,25,7253.0,186.0,0.51,0.47,0.5,70.24,6.82,4.92,15.34,2.24,40.55,29.11,6.46,7.02,6.65,75.0,24.0,21.0,120.0,4.0,5.0,0.0,18.0,7.0,31.0,34.0,71.0,95.0,10.0,20.0,63.0,35.0,12.0,12.0,72.0,19.0,8.0,2.48,2.33,2.01,3.0,1.0,0.0,125.78,99.0,102.74,8.0,1.01,1.25,1.25,6.59,6.77,6.69,72.01,6.47,4.82,17.53,2.34,38.91,28.93,6.12,6.2,5.87,75.0,24.0,35.0,134.0,5.0,8.0,1.0,17.0,0.0,41.0,28.0,70.0,94.0,4.0,8.0,62.0,48.0,23.0,11.0,73.0,18.0,8.0,1.84,2.35,2.28,2.0,2.0,1.0,126.71,99.0,94.42,6.0,1.01,1.71,1.71,5.77,5.51,5.36
847354884759138476905,2022,Kessel-Stephenson-Stone,VGK,line,5on5,4,1195.0,17.0,0.47,0.54,0.6,12.2,0.63,0.78,2.75,0.37,7.85,5.62,0.62,0.62,0.61,13.0,5.0,4.0,22.0,1.0,0.0,0.0,2.0,0.0,10.0,5.0,12.0,17.0,0.0,0.0,14.0,5.0,6.0,5.0,17.0,1.0,0.0,0.51,0.12,0.0,0.0,1.0,0.0,21.32,18.0,17.33,2.0,0.16,0.0,0.0,0.79,0.77,0.76,7.95,0.72,0.59,1.86,0.28,5.1,3.45,0.71,0.73,0.71,9.0,3.0,7.0,19.0,4.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,8.0,2.0,4.0,9.0,5.0,1.0,3.0,8.0,4.0,0.0,0.3,0.42,0.0,1.0,3.0,0.0,19.63,12.0,12.33,3.0,0.12,0.0,0.0,0.84,0.85,0.83
84757908478460,2022,Werenski-Gudbranson,CBJ,pairing,5on5,13,2195.0,83.0,0.42,0.38,0.41,20.37,1.9,1.47,5.24,0.74,10.23,8.42,1.89,1.99,1.98,23.0,5.0,7.0,35.0,4.0,1.0,0.0,6.0,0.0,6.0,11.0,19.0,24.0,1.0,2.0,19.0,11.0,5.0,3.0,20.0,5.0,3.0,0.56,0.72,0.62,0.0,4.0,0.0,35.4,28.0,28.48,0.0,0.31,0.21,0.21,1.99,2.1,2.1,29.01,2.67,2.02,7.31,1.03,16.3,10.67,2.42,2.74,2.48,28.0,12.0,16.0,56.0,2.0,6.0,2.0,6.0,2.0,15.0,9.0,26.0,38.0,2.0,4.0,19.0,11.0,7.0,5.0,32.0,5.0,3.0,0.97,0.7,1.0,1.0,1.0,0.0,55.92,40.0,40.56,2.0,0.42,1.36,1.36,1.73,1.73,1.68
847410284774298479992,2022,Perron-Copp-Rasmussen,DET,line,5on5,12,5024.0,58.0,0.6,0.56,0.55,45.46,4.28,3.2,10.44,1.44,25.6,18.04,4.09,4.36,4.17,47.0,16.0,25.0,88.0,7.0,5.0,1.0,14.0,3.0,16.0,18.0,40.0,56.0,9.0,21.0,54.0,34.0,7.0,9.0,45.0,14.0,4.0,1.39,1.53,1.36,1.0,5.0,1.0,88.49,63.0,63.85,5.0,0.67,1.37,1.37,3.57,3.64,3.6,35.79,2.82,2.37,9.48,1.28,20.53,14.52,2.77,2.81,2.76,35.0,16.0,19.0,70.0,0.0,5.0,0.0,9.0,0.0,20.0,17.0,35.0,51.0,11.0,25.0,48.0,33.0,3.0,15.0,40.0,8.0,3.0,1.23,0.88,0.71,0.0,0.0,0.0,69.35,51.0,50.44,10.0,0.49,0.44,0.44,2.86,2.85,2.83
84783998480860,2022,Siegenthaler-Bahl,NJD,pairing,5on5,28,1609.0,270.0,0.24,0.38,0.31,6.31,0.5,0.44,1.53,0.25,3.96,3.32,0.49,0.49,0.49,4.0,6.0,5.0,15.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,4.0,10.0,2.0,4.0,4.0,12.0,2.0,6.0,9.0,1.0,0.0,0.36,0.14,0.0,0.0,0.0,0.0,15.04,10.0,9.95,4.0,0.09,0.0,0.0,0.59,0.59,0.59,16.67,1.53,1.0,3.9,0.49,8.31,6.76,1.47,1.52,1.46,16.0,6.0,3.0,25.0,2.0,2.0,1.0,3.0,0.0,9.0,6.0,14.0,20.0,0.0,0.0,9.0,15.0,6.0,1.0,15.0,6.0,1.0,0.45,0.82,0.27,0.0,2.0,0.0,24.77,22.0,21.8,1.0,0.2,0.46,0.46,1.27,1.25,1.23
84763128481524,2022,Byram-Manson,COL,pairing,5on5,16,7821.0,53.0,0.4,0.46,0.48,54.45,3.84,3.63,12.87,1.72,32.28,22.66,3.8,3.83,3.79,55.0,22.0,33.0,110.0,10.0,1.0,1.0,9.0,5.0,20.0,32.0,45.0,67.0,11.0,28.0,57.0,56.0,13.0,13.0,64.0,11.0,2.0,2.14,1.14,0.56,4.0,5.0,1.0,111.21,77.0,77.08,6.0,0.74,0.28,0.28,4.3,4.31,4.28,61.54,5.67,4.24,14.62,1.94,34.19,24.34,5.37,5.68,5.37,60.0,25.0,45.0,130.0,3.0,5.0,1.0,15.0,2.0,30.0,30.0,57.0,82.0,7.0,20.0,69.0,62.0,16.0,13.0,62.0,17.0,6.0,1.83,2.13,1.71,0.0,2.0,1.0,128.22,85.0,83.93,5.0,0.88,1.15,1.15,5.41,5.41,5.25
84763728481546,2022,York-Seeler,PHI,pairing,5on5,31,3468.0,272.0,0.47,0.48,0.52,26.4,1.79,1.92,6.22,0.91,14.7,11.45,1.78,1.8,1.79,27.0,10.0,13.0,50.0,2.0,1.0,0.0,4.0,0.0,10.0,20.0,25.0,35.0,2.0,4.0,18.0,31.0,5.0,7.0,28.0,8.0,1.0,0.69,0.89,0.21,1.0,0.0,1.0,49.68,37.0,36.93,3.0,0.39,0.1,0.1,2.08,2.09,2.08,24.28,2.04,1.59,5.93,0.8,13.32,10.33,2.02,2.02,2.01,28.0,6.0,21.0,55.0,1.0,2.0,0.0,9.0,1.0,6.0,15.0,27.0,33.0,3.0,6.0,25.0,31.0,5.0,6.0,23.0,10.0,1.0,0.53,1.16,0.34,1.0,0.0,0.0,55.97,34.0,34.58,3.0,0.33,0.46,0.46,1.91,1.91,1.9
847418984751498477979,2022,Johansson-Eller-Aube-Kubel,WSH,line,5on5,12,3235.0,99.0,0.64,0.61,0.61,29.16,2.39,1.85,7.19,0.98,16.1,11.5,2.28,2.37,2.26,28.0,12.0,14.0,54.0,2.0,3.0,0.0,0.0,1.0,18.0,16.0,26.0,38.0,4.0,8.0,33.0,30.0,8.0,7.0,31.0,7.0,2.0,0.85,1.02,0.52,0.0,2.0,0.0,55.45,40.0,40.93,5.0,0.38,0.61,0.61,2.16,2.17,2.15,18.75,1.35,1.2,4.34,0.57,10.9,7.64,1.33,1.36,1.34,19.0,7.0,8.0,34.0,2.0,0.0,0.0,4.0,2.0,8.0,10.0,17.0,24.0,1.0,2.0,19.0,34.0,5.0,8.0,21.0,5.0,0.0,0.76,0.59,0.0,0.0,2.0,0.0,33.34,26.0,25.77,1.0,0.25,0.0,0.0,1.6,1.6,1.58
84741458480157,2022,Rosen-Bortuzzo,STL,pairing,5on5,15,4599.0,82.0,0.56,0.52,0.55,39.29,3.66,2.82,9.09,1.27,23.19,15.97,3.56,3.59,3.5,37.0,19.0,17.0,73.0,7.0,5.0,0.0,6.0,3.0,11.0,24.0,30.0,49.0,1.0,2.0,28.0,40.0,9.0,9.0,42.0,10.0,4.0,1.39,1.24,1.03,1.0,4.0,2.0,70.86,56.0,54.98,7.0,0.58,0.97,0.97,3.27,3.25,3.21,32.59,2.84,2.19,7.57,1.04,17.82,13.54,2.82,2.83,2.82,33.0,12.0,23.0,68.0,4.0,2.0,0.0,5.0,0.0,15.0,19.0,29.0,41.0,3.0,6.0,25.0,27.0,14.0,12.0,33.0,10.0,2.0,1.05,1.25,0.54,3.0,1.0,0.0,68.57,45.0,45.09,9.0,0.46,0.28,0.28,3.02,3.01,2.99
847517284779418479346,2022,Ritchie-Kadri-Dube,CGY,line,5on5,7,3649.0,23.0,0.44,0.63,0.58,38.03,2.85,2.56,9.26,1.22,21.71,15.41,2.62,2.75,2.54,30.0,23.0,28.0,81.0,2.0,4.0,1.0,8.0,1.0,26.0,12.0,28.0,51.0,0.0,0.0,23.0,32.0,5.0,8.0,40.0,11.0,2.0,1.06,1.29,0.49,0.0,2.0,0.0,78.99,53.0,51.98,5.0,0.52,0.47,0.47,2.9,2.79,2.56,29.34,3.59,2.25,6.9,0.94,14.53,10.79,3.28,3.79,3.45,28.0,11.0,9.0,48.0,5.0,4.0,1.0,7.0,1.0,12.0,10.0,23.0,34.0,1.0,2.0,41.0,21.0,8.0,9.0,26.0,5.0,8.0,1.01,0.5,2.08,0.0,0.0,5.0,49.54,39.0,40.23,5.0,0.47,0.81,0.81,3.25,3.39,3.3
84779328482641,2022,Kiersted-Ekblad,FLA,pairing,5on5,10,920.0,95.0,0.67,0.46,0.38,6.04,0.59,0.42,1.72,0.22,2.96,2.08,0.58,0.61,0.59,6.0,2.0,5.0,13.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,5.0,7.0,2.0,4.0,1.0,3.0,1.0,2.0,6.0,1.0,1.0,0.26,0.09,0.25,0.0,0.0,1.0,13.84,8.0,8.23,2.0,0.09,0.38,0.38,0.31,0.31,0.31,8.87,0.3,0.45,2.62,0.33,5.37,3.93,0.3,0.31,0.31,11.0,2.0,2.0,15.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,9.0,11.0,1.0,2.0,7.0,9.0,3.0,6.0,12.0,1.0,0.0,0.2,0.1,0.0,2.0,0.0,0.0,15.31,13.0,13.31,3.0,0.09,0.03,0.03,0.36,0.37,0.37
847121484716988478440,2022,Ovechkin-Strome-Oshie,WSH,line,5on5,26,2488.0,261.0,0.6,0.53,0.49,23.03,2.87,1.57,6.3,0.81,10.53,7.91,2.69,2.89,2.7,24.0,6.0,16.0,46.0,2.0,4.0,0.0,2.0,0.0,10.0,12.0,22.0,28.0,0.0,0.0,15.0,25.0,9.0,9.0,17.0,9.0,4.0,0.59,1.16,1.13,0.0,1.0,1.0,46.37,30.0,30.02,2.0,0.34,1.05,1.05,2.16,2.16,2.14,23.06,1.88,1.33,6.18,0.75,11.16,9.7,1.87,1.92,1.91,24.0,7.0,9.0,40.0,1.0,2.0,0.0,3.0,0.0,6.0,19.0,23.0,30.0,2.0,4.0,16.0,16.0,2.0,6.0,24.0,4.0,3.0,0.64,0.52,0.72,0.0,0.0,1.0,40.3,31.0,31.12,4.0,0.28,0.27,0.27,1.89,1.94,1.93
847883184795368480289,2022,Jonsson-Fjallby-Stenlund-Barron,WPG,line,5on5,7,1650.0,68.0,0.55,0.62,0.62,12.77,1.22,0.91,3.14,0.41,7.36,4.97,1.11,1.19,1.08,15.0,3.0,5.0,23.0,0.0,2.0,0.0,4.0,1.0,7.0,4.0,15.0,18.0,1.0,2.0,19.0,14.0,7.0,3.0,13.0,3.0,2.0,0.3,0.43,0.49,0.0,0.0,0.0,22.9,18.0,17.82,2.0,0.19,0.49,0.49,0.91,0.9,0.86,8.54,0.99,0.65,2.08,0.25,4.18,2.86,0.93,0.95,0.89,11.0,0.0,3.0,14.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,11.0,11.0,2.0,4.0,11.0,18.0,1.0,5.0,5.0,5.0,1.0,0.15,0.56,0.28,0.0,0.0,0.0,13.8,11.0,10.81,4.0,0.14,0.28,0.28,0.85,0.83,0.81
847751184779478478440,2022,Milano-Strome-Mantha,WSH,line,5on5,7,738.0,98.0,0.52,0.61,0.47,6.16,0.61,0.42,1.38,0.21,3.61,2.76,0.61,0.63,0.63,6.0,3.0,8.0,17.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,8.0,0.0,0.0,1.0,10.0,2.0,3.0,7.0,2.0,0.0,0.3,0.31,0.0,0.0,1.0,0.0,17.88,9.0,9.43,2.0,0.09,0.0,0.0,0.7,0.72,0.72,6.62,0.58,0.41,1.66,0.24,4.11,3.0,0.56,0.58,0.56,7.0,3.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,7.0,10.0,0.0,0.0,5.0,6.0,2.0,1.0,8.0,2.0,0.0,0.33,0.25,0.0,0.0,0.0,0.0,10.77,10.0,9.97,1.0,0.08,0.0,0.0,0.66,0.66,0.64
847360484741418476960,2022,Athanasiou-Toews-Kane,CHI,line,5on5,14,2954.0,122.0,0.21,0.34,0.31,16.02,1.01,1.0,4.32,0.52,8.95,6.21,1.0,0.98,0.98,16.0,6.0,11.0,33.0,0.0,1.0,0.0,7.0,1.0,5.0,8.0,16.0,22.0,7.0,20.0,41.0,6.0,9.0,9.0,19.0,3.0,0.0,0.54,0.47,0.0,0.0,0.0,0.0,31.37,22.0,21.07,2.0,0.21,0.04,0.04,1.18,1.15,1.14,35.93,3.78,2.58,8.48,1.19,18.98,14.0,3.71,4.03,3.95,37.0,12.0,16.0,65.0,4.0,3.0,0.0,10.0,5.0,14.0,13.0,33.0,45.0,7.0,20.0,20.0,15.0,8.0,3.0,33.0,11.0,5.0,1.01,1.5,1.27,1.0,2.0,1.0,69.56,49.0,52.06,2.0,0.54,0.8,0.8,3.51,3.71,3.65
84808318483619,2022,Roos-Regula,CHI,pairing,5on5,1,675.0,1.0,0.69,0.5,0.5,2.35,0.25,0.18,0.44,0.07,1.23,0.83,0.25,0.25,0.25,3.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,6.0,3.0,0.0,1.0,2.0,1.0,0.0,0.1,0.16,0.0,0.0,0.0,0.0,5.71,3.0,2.94,0.0,0.04,0.0,0.0,0.29,0.29,0.29,1.94,0.11,0.11,0.51,0.07,1.3,0.91,0.11,0.11,0.11,2.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,6.0,10.0,2.0,0.0,2.0,1.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,6.4,3.0,3.07,0.0,0.02,0.0,0.0,0.14,0.14,0.14
84746028477369,2022,Soucy-Schultz,SEA,pairing,5on5,56,26124.0,247.0,0.49,0.51,0.52,205.71,15.84,13.42,51.13,7.21,117.13,85.26,15.44,15.98,15.58,202.0,88.0,110.0,400.0,15.0,15.0,2.0,40.0,6.0,98.0,116.0,187.0,275.0,33.0,78.0,196.0,149.0,66.0,35.0,224.0,53.0,13.0,6.26,6.3,3.28,7.0,5.0,3.0,404.84,290.0,292.65,19.0,2.77,2.7,2.7,15.91,16.03,15.7,193.37,16.57,13.0,45.64,6.64,110.58,80.57,16.14,16.74,16.29,175.0,98.0,104.0,377.0,13.0,16.0,2.0,37.0,8.0,101.0,98.0,162.0,260.0,23.0,58.0,241.0,164.0,57.0,50.0,201.0,64.0,8.0,6.12,8.16,2.28,5.0,4.0,4.0,374.71,273.0,273.09,25.0,2.69,2.65,2.65,16.6,16.73,16.48
84752008476854,2022,Orlov-Lindholm,BOS,pairing,5on5,16,4401.0,100.0,0.43,0.5,0.51,31.29,2.49,2.01,7.81,1.0,17.91,12.78,2.46,2.63,2.59,34.0,10.0,16.0,60.0,4.0,1.0,0.0,11.0,3.0,11.0,14.0,30.0,40.0,7.0,14.0,34.0,23.0,5.0,9.0,36.0,5.0,3.0,1.09,0.6,0.79,4.0,0.0,0.0,63.69,44.0,46.64,3.0,0.42,0.23,0.23,2.67,2.81,2.78,32.6,3.26,2.24,7.72,0.96,17.0,11.83,3.2,3.11,3.05,35.0,8.0,17.0,60.0,1.0,4.0,1.0,10.0,0.0,11.0,17.0,34.0,42.0,6.0,12.0,44.0,22.0,13.0,19.0,31.0,6.0,6.0,0.86,0.73,1.67,0.0,0.0,1.0,56.76,43.0,40.67,8.0,0.47,1.2,1.2,2.52,2.45,2.43
847410284808138481013,2022,Perron-Veleno-Berggren,DET,line,5on5,17,3674.0,164.0,0.3,0.38,0.35,19.69,1.41,1.3,4.62,0.62,11.88,8.17,1.4,1.49,1.48,17.0,11.0,12.0,40.0,1.0,0.0,0.0,3.0,1.0,12.0,11.0,16.0,27.0,3.0,6.0,19.0,19.0,8.0,6.0,22.0,6.0,0.0,0.72,0.7,0.0,0.0,1.0,0.0,41.89,28.0,29.22,3.0,0.26,0.0,0.0,1.68,1.76,1.74,37.27,3.3,2.3,8.82,1.21,20.28,16.1,3.19,3.13,3.02,36.0,16.0,14.0,66.0,1.0,4.0,1.0,10.0,0.0,14.0,23.0,35.0,51.0,7.0,16.0,26.0,13.0,9.0,8.0,43.0,4.0,5.0,1.44,0.48,1.38,0.0,0.0,1.0,63.02,52.0,49.83,5.0,0.47,1.18,1.18,2.6,2.5,2.47
